"file_path","caption","training_caption"
"./images/19.autoespar_toyota_sorteo_tv_repuestos.jpg","AUTOESPAR automotive dealership marketing banner for Toyota. A promotional banner for a Toyota Autoespar store offering a chance to win a 65-inch TV with purchases of original parts. dealer: Autoespar, campaign: WIN A 65-INCH TV AND ENJOY THE WORLD CUP IN A BIG WAY. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. giveaway valid until June 16. applies only to over-the-counter parts purchases and with invoice equal to or above s/300. there will be 6 winners. labor not included. valid at all Autoespar locations. for purchases from S/ 300 in original parts you automatically enter the giveaway. quote and participate at 971 210 520. required quote phone number displayed after the wording 'cotiza al': 971 210 520. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Toyota vehicle, A promotional banner for a Toyota Autoespar store offering a chance to win a 65-inch TV with purchases of original parts, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high"
"./images/2.autoespar_toyota_agya_glp.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Agya. A silver Toyota Agya car with a man loading boxes into the trunk, advertising a free GLP fuel offer from Autoespar. engine or powertrain: LPG conversion, dealer: Autoespar, campaign: TOYOTA YA - your new productive partner with free LPG. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Subject to terms and conditions. Reference image. Subject to MAF financing. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Agya, A silver Toyota Agya car with a man loading boxes into the trunk, with promotional graphic blocks, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/20.autoespar_toyota_ya_cyber_web_21_mayo.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Agya, Raize, Yaris Cross Hybrid. A promotional banner for Toyota vehicles, featuring an orange Toyota Agya and a white Toyota Raize, with a discount offer of $4,350 on a hybrid Yaris Cross. The event is scheduled for Thursday, May 21st, from 7:00 to 8:00 p.m. and will be live on TikTok. dealer: Autoespar, campaign: TOYOTA YA CYBER WEB. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Subject to terms and conditions. Reference image. discount bonus up to $4,350 en Yaris Cross Hybrid, live broadcast on TikTok this Thursday 21 de mayo de 7:00 a 8:00 p.m. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Toyota vehicle, A promotional banner for Toyota vehicles, featuring an orange Toyota Agya and a white Toyota Raize, with a discount offer of on a hybrid Yaris Cross, The event is scheduled for Thursday, May 21st, from to p.m, clean promotional banner layout, vehicle-focused composition, bold red white and black"
"./images/21.autoespar_toyota_sorteo_dia_padre_combo_parrillero.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Hilux. A promotional poster for a Toyota Hilux vehicle with a barbecue theme, advertising a Father's Day giveaway. dealer: Autoespar, campaign: Father's Day giveaway - visit the workshop and enter to win your grill combo. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Campaign valid from May 18 to June 12, 2026. Prizes will be raffled during a TikTok live stream. there will be 5 winners. see the terms and conditions on the Autoespar website. valid at all authorized Autoespar locations. participate by purchasing preventive or corrective maintenance services of S/500 or more. schedule your service at 969 685 329. required service scheduling phone number displayed after the wording 'agenda tu servicio al': 969 685 329. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Toyota vehicle, A promotional poster for a Toyota Hilux vehicle with a barbecue theme, advertising a Fathers Day giveaway - visit the workshop and enter to win your grill combo, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy"
"./images/22.autoespar_toyota_modo_futbol_rav4.jpg","AUTOESPAR automotive dealership marketing banner for Toyota RAV4 Hybrid Electric. A promotional banner for a Toyota dealership offering a soccer ball as a gift for maintenance services. dealer: Autoespar, campaign: WE ARE IN SOCCER MODE. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: *Reference image. Campaign valid from May 15 to June 30, 2026 and/or while supplies last. soccer balls are given to customers who have invoiced maintenance services of S/500 or more. valid at all authorized Autoespar locations. receive a soccer ball as a gift when you purchase maintenance services of S/500 or more. schedule your service at 969 685 329. required service scheduling phone number displayed after the wording 'agenda tu servicio al': 969 685 329. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Rav4, A promotional banner for a Toyota dealership offering a soccer ball as a gift for maintenance services, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/23.autoespar_toyota_oferton_repuestos_yaris_v2.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Yaris 2015 - 2022. A red Toyota Yaris car is shown in a garage with a sign that says ""Big parts offer"" and a price of $242. dealer: Autoespar, campaign: BIG PARTS OFFER - lubrication kit, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Prices include VAT. Reference image. Price varies by model. Campaign valid only for counter purchases and/or while supplies last throughout May. Kit includes: gallon of oil 10W30, oil filter, cabin air filter, oil drain plug gasket for S/ 242.61. quote at 971 210 520. all payment methods accepted. required quote phone number displayed after the wording 'cotiza al': 971 210 520. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris, A red Toyota Yaris car is shown in a garage with a sign that says and a price of small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/3.autoespar_feria_taxista_mi_ruta_mi_chamba.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Avanza and Yaris. Poster for My Route, My Job featuring three men standing in front of cars. dealer: Autoespar, campaign: Taxi Driver Fair - My Route, My Job. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Miércoles 06 de mayo de 10:00 a.m. a 2:00 p.m. en el Club Metropolitano Huayna Cápac. participation by the Ministry of Transport and Communications (MTC) and ATU. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota automotive subject, Poster for My Route, My Job featuring three men standing in front of cars, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/4.autoespar_toyota_raize_momento_mama.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Raize. A banner advertisement for Toyota RAIZE, featuring a woman and a child standing next to a silver car, with a message ""YA Mom's moment is now"" and a monthly payment starting from $539. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 539, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Raize, vehicle-focused promotional composition, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/5.autoespar_toyota_yaris_cross_momento_mama.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Yaris Cross. A poster for Toyota Yaris Cross with a woman and child walking next to the car. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 759, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris Cross, Yaris, A poster for Toyota Yaris Cross with a woman and child walking next to the car, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/6.autoespar_toyota_agya_momento_mama02.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Agya. A poster for Toyota showing a woman leaning on a car with the words ""Toyota ya!"" and ""Mom's moment is now"". dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 449, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Agya, A poster for Toyota showing a woman leaning on a car with graphic headline blocks, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/7.autoespar_toyota_yaris_momento_mama.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Yaris. A poster for Toyota Yaris with a woman and child walking to the car. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 719, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris, A poster for Toyota Yaris with a woman and child walking to the car, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/8.autoespar_toyota_rush_momento_mama.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Rush. A family is shown in a Toyota ad with the words ""Toyota ya!"" on it. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 789, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Rush, A family is shown in a Toyota ad with graphic headline blocks, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/9.autoespar_toyota_corolla_cross_momento_mama.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Corolla Cross. A family stands in front of a Toyota Corolla Cross with a banner that reads ""TOYOTA YA Mom's moment is now"" and offers a monthly payment starting from $889. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 889, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, vehicle-focused promotional composition, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/ford_mustang_2026.png","Red 2026 Ford Mustang EcoBoost Fastback, front three-quarter view, two-door sports coupe with black grille, chrome Mustang horse emblem, slim LED headlights, tinted windows, and silver alloy wheels, isolated on a transparent background.","Automotive visual reference, Mustang, Red 2026 Ford Mustang EcoBoost Fastback, front three-quarter view, two-door sports coupe with black grille, chrome Mustang horse emblem, slim LED headlights, tinted windows, and silver alloy wheels, isolated on a transparent background, clean vehicle-focused commercial composition, high quality marketing asset"
"./images/logo_ford_v1.png","Blue Ford oval logo with white Ford script, light blue inner border, white outer border, and transparent background.","Automotive brand logo reference, Blue Ford oval logo with white Ford script, light blue inner border, white outer border, and transparent background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
"./images/logo_toyota_v1.png","Silver Toyota emblem, metallic finish, centered on a light gray background.","Automotive brand logo reference, Silver Toyota emblem, metallic finish, centered on a light gray background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
"./images/logo_toyota_v2.png","Silver Toyota emblem above red TOYOTA wordmark, centered on a transparent checkerboard background.","Automotive brand logo reference, Silver Toyota emblem above red TOYOTA wordmark, centered on a transparent checkerboard background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
"./images/logo_mustang_v1.png","Chrome Ford Mustang running horse emblem, side view, metallic finish, isolated on a black background.","Automotive brand logo reference, Chrome Ford Mustang running horse emblem, side view, metallic finish, isolated on a black background, centered emblem design, clean isolated composition, high contrast commercial branding asset"
"./images/ford_mustang_2026_v2.png","Red 2026 Ford Mustang EcoBoost Fastback parked on a racetrack, front three-quarter view, black grille with chrome Mustang horse emblem, silver alloy wheels, dark tinted windows, asphalt track with tire marks, dry mountains, and clear sky in the background.","Automotive visual reference, Mustang, Red 2026 Ford Mustang EcoBoost Fastback parked on a racetrack, front three-quarter view, black grille with chrome Mustang horse emblem, silver alloy wheels, dark tinted windows, asphalt track with tire marks, dry mountains, and clear sky in the background, clean vehicle-focused commercial composition, high quality marketing asset"
"./images/24. autoespar_toyota_hilux_outlet_2025.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Hilux 2025. Aerial view of a city with a large billboard advertising a Toyota Hilux truck. engine or powertrain: 4X4 D/C. transmission: Automático A/T SRV. dealer: Autoespar S.A.. campaign: Outlet 0KM - Últimas Unidades 2025. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Campaña disponible hasta agotar stock. - Autoespar S.A.. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Hilux, Aerial view of a city with a large billboard advertising a Toyota Hilux truck, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
"./images/25. autoespar_toyota_corolla_cross_outlet_2026.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Corolla Cross Híbrido Eléctrico 2026. A banner for the Toyota Corolla Cross hybrid electric vehicle, featuring a man standing next to the car in front of a modern building. engine or powertrain: 1.8 Híbrido. transmission: Automático. dealer: Autoespar S.A.. campaign: Outlet 0KM - Últimas Unidades 2025. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Campaña disponible hasta agotar stock. - Autoespar S.A.. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, A banner for the Toyota Corolla Cross hybrid electric vehicle, featuring a man standing next to the car in front of a modern building, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal"
"./images/26. autoespar_corolla_Cross_Yaris_Cross.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Corolla, Corolla Cross, Yaris Cross. A banner for a hybrid car event with a blue and white color scheme, featuring three Toyota vehicles and a cityscape background. dealer: Autoespar S.A.. campaign: SÁBADO DE HÍBRIDOS - CAFÉ, MITOS Y AHORROS. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Tasa referencial. campaign details: Evento el Sábado 18 de Abril de 09:00 AM a 2:00 PM en Sede Fiori (Av. Alfredo Mendiola 1635). Incluye tasación gratuita, regalos y sorpresas, coffee break y demostración de tecnología auto-recargable. Exclusiva ECO TASA MAF 7.49%.. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, Yaris Cross, Yaris, A banner for a hybrid car event with a blue and white color scheme, featuring three Toyota vehicles and a cityscape background, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable"
"./images/27. autoespar_toyota_yaris_ya_cuota_639.jpg","AUTOESPAR automotive dealership marketing banner for Toyota Yaris. A red Toyota Yaris car is displayed in a promotional image for a financing offer, with a woman standing next to it. The text indicates a monthly payment starting from 639 pesos and mentions a special deal for used cars. The image is a banner-style advertisement with a clear focus on the vehicle and the financing offer. dealer: Autoespar S.A.. campaign: TOYOTA ¡YA!. warranty message: Hasta 10 años o 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. Spanish conditions context: Imagen referencial. Sujeto a términos y condiciones. Cuota sujeto a financiamiento MAF. Campaña disponible del 1 al 30 de Abril del 2026.. campaign details: Cuota mensual desde S/ 639, Te damos el mejor precio por tu auto usado (en parte de pago), Financiamiento MAF, Toyota Life. social channel: Facebook. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
