source_path,prepared_path,caption_path,caption,training_caption
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/19.autoespar_toyota_sorteo_tv_repuestos.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_011.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_011.txt,"AUTOESPAR automotive dealership marketing banner for Toyota. A promotional banner for a Toyota Autoespar store offering a chance to win a 65-inch TV with purchases of original parts. dealer: Autoespar, campaign: WIN A 65-INCH TV AND ENJOY THE WORLD CUP IN A BIG WAY. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. giveaway valid until June 16. applies only to over-the-counter parts purchases and with invoice equal to or above s/300. there will be 6 winners. labor not included. valid at all Autoespar locations. for purchases from S/ 300 in original parts you automatically enter the giveaway. quote and participate at 971 210 520. required quote phone number displayed after the wording 'cotiza al': 971 210 520. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Toyota vehicle, A promotional banner for a Toyota Autoespar store offering a chance to win a 65-inch TV with purchases of original parts, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/2.autoespar_toyota_agya_glp.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_012.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_012.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Agya. A silver Toyota Agya car with a man loading boxes into the trunk, advertising a free GLP fuel offer from Autoespar. engine or powertrain: LPG conversion, dealer: Autoespar, campaign: TOYOTA YA - your new productive partner with free LPG. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Subject to terms and conditions. Reference image. Subject to MAF financing. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Agya, A silver Toyota Agya car with a man loading boxes into the trunk, with promotional graphic blocks, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/20.autoespar_toyota_ya_cyber_web_21_mayo.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_013.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_013.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Agya, Raize, Yaris Cross Hybrid. A promotional banner for Toyota vehicles, featuring an orange Toyota Agya and a white Toyota Raize, with a discount offer of $4,350 on a hybrid Yaris Cross. The event is scheduled for Thursday, May 21st, from 7:00 to 8:00 p.m. and will be live on TikTok. dealer: Autoespar, campaign: TOYOTA YA CYBER WEB. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Subject to terms and conditions. Reference image. discount bonus up to $4,350 en Yaris Cross Hybrid, live broadcast on TikTok this Thursday 21 de mayo de 7:00 a 8:00 p.m. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Toyota vehicle, A promotional banner for Toyota vehicles, featuring an orange Toyota Agya and a white Toyota Raize, with a discount offer of on a hybrid Yaris Cross, The event is scheduled for Thursday, May 21st, from to p.m, clean promotional banner layout, vehicle-focused composition, bold red white and black"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/21.autoespar_toyota_sorteo_dia_padre_combo_parrillero.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_014.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_014.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Hilux. A promotional poster for a Toyota Hilux vehicle with a barbecue theme, advertising a Father's Day giveaway. dealer: Autoespar, campaign: Father's Day giveaway - visit the workshop and enter to win your grill combo. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Campaign valid from May 18 to June 12, 2026. Prizes will be raffled during a TikTok live stream. there will be 5 winners. see the terms and conditions on the Autoespar website. valid at all authorized Autoespar locations. participate by purchasing preventive or corrective maintenance services of S/500 or more. schedule your service at 969 685 329. required service scheduling phone number displayed after the wording 'agenda tu servicio al': 969 685 329. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Toyota vehicle, A promotional poster for a Toyota Hilux vehicle with a barbecue theme, advertising a Fathers Day giveaway - visit the workshop and enter to win your grill combo, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/22.autoespar_toyota_modo_futbol_rav4.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_015.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_015.txt,"AUTOESPAR automotive dealership marketing banner for Toyota RAV4 Hybrid Electric. A promotional banner for a Toyota dealership offering a soccer ball as a gift for maintenance services. dealer: Autoespar, campaign: WE ARE IN SOCCER MODE. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: *Reference image. Campaign valid from May 15 to June 30, 2026 and/or while supplies last. soccer balls are given to customers who have invoiced maintenance services of S/500 or more. valid at all authorized Autoespar locations. receive a soccer ball as a gift when you purchase maintenance services of S/500 or more. schedule your service at 969 685 329. required service scheduling phone number displayed after the wording 'agenda tu servicio al': 969 685 329. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Rav4, A promotional banner for a Toyota dealership offering a soccer ball as a gift for maintenance services, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/23.autoespar_toyota_oferton_repuestos_yaris_v2.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_016.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_016.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Yaris 2015 - 2022. A red Toyota Yaris car is shown in a garage with a sign that says ""Big parts offer"" and a price of $242. dealer: Autoespar, campaign: BIG PARTS OFFER - lubrication kit, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Prices include VAT. Reference image. Price varies by model. Campaign valid only for counter purchases and/or while supplies last throughout May. Kit includes: gallon of oil 10W30, oil filter, cabin air filter, oil drain plug gasket for S/ 242.61. quote at 971 210 520. all payment methods accepted. required quote phone number displayed after the wording 'cotiza al': 971 210 520. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris, A red Toyota Yaris car is shown in a garage with a sign that says and a price of small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/3.autoespar_feria_taxista_mi_ruta_mi_chamba.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_017.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_017.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Avanza and Yaris. Poster for My Route, My Job featuring three men standing in front of cars. dealer: Autoespar, campaign: Taxi Driver Fair - My Route, My Job. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Miércoles 06 de mayo de 10:00 a.m. a 2:00 p.m. en el Club Metropolitano Huayna Cápac. participation by the Ministry of Transport and Communications (MTC) and ATU. Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota automotive subject, Poster for My Route, My Job featuring three men standing in front of cars, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/4.autoespar_toyota_raize_momento_mama.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_018.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_018.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Raize. A banner advertisement for Toyota RAIZE, featuring a woman and a child standing next to a silver car, with a message ""YA Mom's moment is now"" and a monthly payment starting from $539. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 539, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Raize, vehicle-focused promotional composition, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/5.autoespar_toyota_yaris_cross_momento_mama.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_019.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_019.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Yaris Cross. A poster for Toyota Yaris Cross with a woman and child walking next to the car. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 759, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris Cross, Yaris, A poster for Toyota Yaris Cross with a woman and child walking next to the car, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/6.autoespar_toyota_agya_momento_mama02.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_020.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_020.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Agya. A poster for Toyota showing a woman leaning on a car with the words ""Toyota ya!"" and ""Mom's moment is now"". dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 449, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Agya, A poster for Toyota showing a woman leaning on a car with graphic headline blocks, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/7.autoespar_toyota_yaris_momento_mama.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_021.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_021.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Yaris. A poster for Toyota Yaris with a woman and child walking to the car. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 719, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Yaris, A poster for Toyota Yaris with a woman and child walking to the car, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/8.autoespar_toyota_rush_momento_mama.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_022.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_022.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Rush. A family is shown in a Toyota ad with the words ""Toyota ya!"" on it. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 789, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Rush, A family is shown in a Toyota ad with graphic headline blocks, small unreadable legal footer bar, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
/content/dmc-tp3-gen-multimodal/data/car_campaign_lora/images/9.autoespar_toyota_corolla_cross_momento_mama.jpg,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_023.png,/content/dmc-tp3-gen-multimodal/diffusion_lora/prepared_dataset/autoespar_023.txt,"AUTOESPAR automotive dealership marketing banner for Toyota Corolla Cross. A family stands in front of a Toyota Corolla Cross with a banner that reads ""TOYOTA YA Mom's moment is now"" and offers a monthly payment starting from $889. dealer: Autoespar, campaign: TOYOTA YA - Mom's moment is now, warranty message: Up to 10 years or 200,000 km. includes the conditions/legal disclaimer area at the bottom of the image, usually inside a black, white, or red horizontal rectangle with very small Spanish legal text. English translation of conditions context: Reference image. Subject to terms and conditions. Monthly payment subject to MAF financing. Campaign available from May 1 to May 31, 2026. Monthly payment from S/ 889, We offer the best price for your used car (as trade-in payment). Autoespar dealership promotional automotive advertising layout, high quality commercial banner design.","AUTOESPAR dealership automotive advertisement, Toyota Corolla Cross, vehicle-focused promotional composition, clean promotional banner layout, vehicle-focused composition, bold red white and black graphic blocks, blank copy area, small unreadable legal footer bar, high quality commercial design"
